count,geoid,minwage,place,region,state
2,3425200,8.6,"Freehold borough, New Jersey",Freehold borough,New Jersey
6,3473110,8.6,"Toms River CDP, New Jersey",Toms River,New Jersey
52,2978118,7.7,"Webb City city, Missouri",Webb,Missouri
19,236400,9.84,"Juneau city and borough, Alaska",Juneau,Alaska
11,553390,8.5,"Paragould city, Arkansas",Paragould,Arkansas
219,2641420,9.25,"Jackson city, Michigan",Jackson,Michigan
0,2938306,7.7,"Kennett city, Missouri",Kennett,Missouri
0,504030,8.5,"Batesville city, Arkansas",Batesville,Arkansas
0,4048000,7.25,"Miami city, Oklahoma",Miami,Oklahoma
1,507330,8.5,"Blytheville city, Arkansas",Blytheville,Arkansas
49,535710,8.5,"Jonesboro city, Arkansas",Jonesboro,Arkansas
27,2056025,7.25,"Pittsburg city, Kansas",Pittsburg,Kansas
3,2911656,7.7,"Carthage city, Missouri",Carthage,Missouri
84,2937592,7.7,"Joplin city, Missouri",Joplin,Missouri
440,2600440,9.25,"Adrian city, Michigan",Adrian,Michigan
556,2642160,9.25,"Kalamazoo city, Michigan",Kalamazoo,Michigan
54,2676960,9.25,"Sturgis city, Michigan",Sturgis,Michigan
19,3040075,8.15,"Kalispell city, Montana",Kalispell,Montana
229,2665560,9.25,"Portage city, Michigan",Portage,Michigan
2724,2941348,7.7,"Lee's Summit city, Missouri",Lee's Summit,Missouri
22,2039000,7.25,"Leavenworth city, Kansas",Leavenworth,Kansas
207,2928324,7.7,"Grandview city, Missouri",Grandview,Missouri
3000,2938000,7.7,"Kansas City city, Missouri",Kansas,Missouri
78,2960752,7.7,"Raymore city, Missouri",Raymore,Missouri
21,2038650,7.25,"Lansing city, Kansas",Lansing,Kansas
56,2052575,7.25,"Olathe city, Kansas",Olathe,Kansas
576,2928090,7.7,"Grain Valley city, Missouri",Grain Valley,Missouri
128,2942032,7.7,"Liberty city, Missouri",Liberty,Missouri
14,2923086,7.7,"Excelsior Springs city, Missouri",Excelsior Springs,Missouri
253,2904384,7.7,"Belton city, Missouri",Belton,Missouri
1009,2935000,7.7,"Independence city, Missouri",Independence,Missouri
1074,2906652,7.7,"Blue Springs city, Missouri",Blue Springs,Missouri
2,2930610,7.7,"Harrisonville city, Missouri",Harrisonville,Missouri
79,2977092,7.7,"Warrensburg city, Missouri",Warrensburg,Missouri
3000,2036000,7.25,"Kansas City city, Kansas",Kansas,Kansas
6,1236550,8.25,"Key West city, Florida",Key West,Florida
15,4816624,7.25,"Copperas Cove city, Texas",Copperas Cove,Texas
226,4872176,7.25,"Temple city, Texas",Temple,Texas
113,4755120,7.25,"Oak Ridge city, Tennessee",Oak Ridge,Tennessee
38,4139700,9.5,"Klamath Falls city, Oregon",Klamath Falls,Oregon
9,4829168,7.25,"Gatesville city, Texas",Gatesville,Texas
118,4807492,7.25,"Belton city, Texas",Belton,Texas
320,4832312,7.25,"Harker Heights city, Texas",Harker Heights,Texas
1883,4839148,7.25,"Killeen city, Texas",Killeen,Texas
1,4767200,7.25,"Seymour CDP, Tennessee",Seymour,Tennessee
9,4750280,7.25,"Morristown city, Tennessee",Morristown,Tennessee
0,1844658,7.25,"Logansport city, Indiana",Logansport,Indiana
6,4767120,7.25,"Sevierville city, Tennessee",Sevierville,Tennessee
3000,4740000,7.25,"Knoxville city, Tennessee",Knoxville,Tennessee
3000,4746380,7.25,"Maryville city, Tennessee",Maryville,Tennessee
0,1879370,7.25,"Wabash city, Indiana",Wabash,Indiana
131,1840392,7.25,"Kokomo city, Indiana",Kokomo,Indiana
89,1846908,7.25,"Marion city, Indiana",Marion,Indiana
2,1859328,7.25,"Peru city, Indiana",Peru,Indiana
0,1825324,7.25,"Frankfort city, Indiana",Frankfort,Indiana
51,5375775,11.5,"Walla Walla city, Washington",Walla Walla,Washington
1402,2240735,7.25,"Lafayette city, Louisiana",Lafayette,Louisiana
10,4157150,9.5,"Pendleton city, Oregon",Pendleton,Oregon
1798,5377665,11.5,"West Richland city, Washington",West Richland,Washington
5,5327925,11.5,"Grandview city, Washington",Grandview,Washington
1801,5358235,11.5,"Richland city, Washington",Richland,Washington
2046,5335275,11.5,"Kennewick city, Washington",Kennewick,Washington
1108,5353545,11.5,"Pasco city, Washington",Pasco,Washington
20,4133700,9.5,"Hermiston city, Oregon",Hermiston,Oregon
701,2210075,7.25,"Broussard city, Louisiana",Broussard,Louisiana
1596,2200100,7.25,"Abbeville city, Louisiana",Abbeville,Louisiana
596,2283335,7.25,"Youngsville city, Louisiana",Youngsville,Louisiana
13,2218650,7.25,"Crowley city, Louisiana",Crowley,Louisiana
2,2258045,7.25,"Opelousas city, Louisiana",Opelousas,Louisiana
11,2254035,7.25,"New Iberia city, Louisiana",New Iberia,Louisiana
3,2224565,7.25,"Eunice city, Louisiana",Eunice,Louisiana
848,2044250,7.25,"Manhattan city, Kansas",Manhattan,Kansas
167,5540775,7.25,"La Crosse city, Wisconsin",La Crosse,Wisconsin
0,2220610,7.25,"DeRidder city, Louisiana",DeRidder,Louisiana
18,5559925,7.25,"Onalaska city, Wisconsin",Onalaska,Wisconsin
26,2771032,9.65,"Winona city, Minnesota",Winona,Minnesota
25,1237775,8.25,"Lake City city, Florida",Lake,Florida
0,2238355,7.25,"Jennings city, Louisiana",Jennings,Louisiana
1755,1238250,8.25,"Lakeland city, Florida",Lakeland,Florida
203,2273640,7.25,"Sulphur city, Louisiana",Sulphur,Louisiana
242,2241155,7.25,"Lake Charles city, Louisiana",Lake Charles,Louisiana
0,1237648,8.25,"Lake Butler CDP, Florida",Lake Butler,Florida
109,1230225,8.25,"Highland City CDP, Florida",Highland,Florida
51,1228400,8.25,"Haines City city, Florida",Haines,Florida
15,1202550,8.25,"Auburndale city, Florida",Auburndale,Florida
15,1227800,8.25,"Groveland city, Florida",Groveland,Florida
814,1257550,8.25,"Plant City city, Florida",Plant,Florida
62,1203675,8.25,"Bartow city, Florida",Bartow,Florida
238,1278275,8.25,"Winter Haven city, Florida",Winter Haven,Florida
13,4223832,7.25,"Ephrata borough, Pennsylvania",Ephrata borough,Pennsylvania
3000,2646000,9.25,"Lansing city, Michigan",Lansing,Michigan
106,4241216,7.25,"Lancaster city, Pennsylvania",Lancaster,Pennsylvania
732,2660340,9.25,"Okemos CDP, Michigan",Okemos,Michigan
1204,2637100,9.25,"Haslett CDP, Michigan",Haslett,Michigan
938,2638780,9.25,"Holt CDP, Michigan",Holt,Michigan
277,4841464,7.25,"Laredo city, Texas",Laredo,Texas
2,1760352,8.25,"Plano city, Illinois",Plano,Illinois
2037,2624120,9.25,"East Lansing city, Michigan",East Lansing,Michigan
6,3501780,7.5,"Alamogordo city, New Mexico",Alamogordo,New Mexico
2,1773170,8.25,"Streator city, Illinois",Streator,Illinois
3,1784038,8.25,"Yorkville city, Illinois",Yorkville,Illinois
6,1749607,8.25,"Minooka village, Illinois",Minooka,Illinois
10,1756926,8.25,"Ottawa city, Illinois",Ottawa,Illinois
4,1750491,8.25,"Morris city, Illinois",Morris,Illinois
3,3520270,7.5,"Deming city, New Mexico",Deming,New Mexico
580,3514250,7.5,"Chaparral CDP, New Mexico",Chaparral,New Mexico
3000,3539380,7.5,"Las Cruces city, New Mexico",Las Cruces,New Mexico
3000,3206500,7.25,"Boulder City city, Nevada",Boulder,Nevada
1229,2038900,7.25,"Lawrence city, Kansas",Lawrence,Kansas
1,3253800,7.25,"Pahrump CDP, Nevada",Pahrump,Nevada
3000,3231900,7.25,"Henderson city, Nevada",Henderson,Nevada
3000,3240000,7.25,"Las Vegas city, Nevada",Las Vegas,Nevada
3000,3251800,7.25,"North Las Vegas city, Nevada",North Las Vegas,Nevada
1366,4041850,7.25,"Lawton city, Oklahoma",Lawton,Oklahoma
6,1646540,7.25,"Lewiston city, Idaho",Lewiston,Idaho
35,2025425,7.25,"Gardner city, Kansas",Gardner,Kansas
2,2053550,7.25,"Ottawa city, Kansas",Ottawa,Kansas
7,4021900,7.25,"Duncan city, Oklahoma",Duncan,Oklahoma
6,4001700,7.25,"Altus city, Oklahoma",Altus,Oklahoma
6,2144146,7.25,"Lawrenceburg city, Kentucky",Lawrenceburg,Kentucky
2,4023500,7.25,"Elk City city, Oklahoma",Elk,Oklahoma
1880,2156136,7.25,"Nicholasville city, Kentucky",Nicholasville,Kentucky
54,2105842,7.25,"Berea city, Kentucky",Berea,Kentucky
29,2128900,7.25,"Frankfort city, Kentucky",Frankfort,Kentucky
60,2165226,7.25,"Richmond city, Kentucky",Richmond,Kentucky
0,2119882,7.25,"Danville city, Kentucky",Danville,Kentucky
2,2171688,7.25,"Somerset city, Kentucky",Somerset,Kentucky
9,2183676,7.25,"Winchester city, Kentucky",Winchester,Kentucky
446,2130700,7.25,"Georgetown city, Kentucky",Georgetown,Kentucky
0,3905130,8.3,"Bellefontaine city, Ohio",Bellefontaine,Ohio
11,3110110,9.0,"Columbus city, Nebraska",Columbus,Nebraska
3,3972424,8.3,"Sidney city, Ohio",Sidney,Ohio
0,3921308,8.3,"Defiance city, Ohio",Defiance,Ohio
12,3927048,8.3,"Findlay city, Ohio",Findlay,Ohio
46,3943554,8.3,"Lima city, Ohio",Lima,Ohio
2,3912868,8.3,"Celina city, Ohio",Celina,Ohio
6,3103390,9.0,"Beatrice city, Nebraska",Beatrice,Nebraska
2938,3128000,9.0,"Lincoln city, Nebraska",Lincoln,Nebraska
1,501870,8.5,"Arkadelphia city, Arkansas",Arkadelphia,Arkansas
406,563800,8.5,"Sherwood city, Arkansas",Sherwood,Arkansas
4,561670,8.5,"Russellville city, Arkansas",Russellville,Arkansas
18,505290,8.5,"Benton city, Arkansas",Benton,Arkansas
3000,550450,8.5,"North Little Rock city, Arkansas",North Little Rock,Arkansas
2243,509460,8.5,"Bryant city, Arkansas",Bryant,Arkansas
3000,541000,8.5,"Little Rock city, Arkansas",Little Rock,Arkansas
144,544600,8.5,"Maumelle city, Arkansas",Maumelle,Arkansas
53,510300,8.5,"Cabot city, Arkansas",Cabot,Arkansas
1,563020,8.5,"Searcy city, Arkansas",Searcy,Arkansas
38,555310,8.5,"Pine Bluff city, Arkansas",Pine Bluff,Arkansas
113,534750,8.5,"Jacksonville city, Arkansas",Jacksonville,Arkansas
5,543610,8.5,"Malvern city, Arkansas",Malvern,Arkansas
20,515190,8.5,"Conway city, Arkansas",Conway,Arkansas
3,533482,8.5,"Hot Springs Village CDP, Arkansas",Hot Springs Village,Arkansas
26,4945860,7.25,"Logan city, Utah",Logan,Utah
0,5633740,5.15,"Green River city, Wyoming",Green River,Wyoming
1,4908460,7.25,"Brigham City city, Utah",Brigham,Utah
6,4969640,7.25,"Smithfield city, Utah",Smithfield,Utah
0,3622315,10.4,"East Islip CDP, New York",East Islip,New York
0,3666212,10.4,"Selden CDP, New York",Selden,New York
2,3642081,10.4,"Levittown CDP, New York",Levittown,New York
0,3665409,10.4,"Sayville CDP, New York",Sayville,New York
3,3678146,10.4,"Wantagh CDP, New York",Wantagh,New York
0,3634374,10.4,"Hicksville CDP, New York",Hicksville,New York
0,3649825,10.4,"Nesconset CDP, New York",Nesconset,New York
27,3671608,10.4,"Stony Brook CDP, New York",Stony Brook,New York
0,3645997,10.4,"Massapequa Park village, New York",Massapequa Park,New York
1,3651440,10.4,"North Babylon CDP, New York",North Babylon,New York
0,3658442,10.4,"Plainview CDP, New York",Plainview,New York
0,3625417,10.4,"Farmingville CDP, New York",Farmingville,New York
1,3622502,10.4,"East Meadow CDP, New York",East Meadow,New York
0,3679444,10.4,"Westbury village, New York",Westbury,New York
4,3663473,10.4,"Ronkonkoma CDP, New York",Ronkonkoma,New York
1,3613552,10.4,"Central Islip CDP, New York",Central Islip,New York
2,3663319,10.4,"Rocky Point CDP, New York",Rocky Point,New York
0,3635254,10.4,"Holtsville CDP, New York",Holtsville,New York
3,3679246,10.4,"West Babylon CDP, New York",West Babylon,New York
4,3618157,10.4,"Coram CDP, New York",Coram,New York
2,3606387,10.4,"Bethpage CDP, New York",Bethpage,New York
0,3630543,10.4,"Greenlawn CDP, New York",Greenlawn,New York
4,3640530,10.4,"Lake Grove village, New York",Lake Grove,New York
4,3647306,10.4,"Miller Place CDP, New York",Miller Place,New York
3,3666058,10.4,"Seaford CDP, New York",Seaford,New York
2,3632732,10.4,"Hauppauge CDP, New York",Hauppauge,New York
0,3638539,10.4,"Jericho CDP, New York",Jericho,New York
5,918920,10.1,"Darien CDP, Connecticut",Darien,Connecticut
0,3683294,10.4,"Wyandanch CDP, New York",Wyandanch,New York
6,3666481,10.4,"Setauket-East Setauket CDP, New York",Setauket-East Setauket,New York
0,3672554,10.4,"Syosset CDP, New York",Syosset,New York
3,3680302,10.4,"West Islip CDP, New York",West Islip,New York
0,3646085,10.4,"Mastic Beach village, New York",Mastic Beach,New York
1,3613376,10.4,"Centereach CDP, New York",Centereach,New York
3,3605738,10.4,"Bellmore CDP, New York",Bellmore,New York
4,3637044,10.4,"Huntington Station CDP, New York",Huntington Station,New York
0,3635056,10.4,"Holbrook CDP, New York",Holbrook,New York
1,3619972,10.4,"Deer Park CDP, New York",Deer Park,New York
9,3649066,10.4,"Mount Sinai CDP, New York",Mount Sinai,New York
0,3682750,10.4,"Woodbury village, New York",Woodbury,New York
1,3608026,10.4,"Brentwood CDP, New York",Brentwood,New York
0,3622612,10.4,"East Northport CDP, New York",East Northport,New York
0,3646404,10.4,"Medford CDP, New York",Medford,New York
4,3646976,10.4,"Middle Island CDP, New York",Middle Island,New York
0,3667070,10.4,"Shirley CDP, New York",Shirley,New York
1,3639672,10.4,"Kings Park CDP, New York",Kings Park,New York
4,3646514,10.4,"Melville CDP, New York",Melville,New York
2,3656660,10.4,"Patchogue village, New York",Patchogue,New York
1,3664584,10.4,"St. James CDP, New York",St. James,New York
4,3642554,10.4,"Lindenhurst village, New York",Lindenhurst,New York
1,3667851,10.4,"Smithtown CDP, New York",Smithtown,New York
0,3645139,10.4,"Manorville CDP, New York",Manorville,New York
1,3617530,10.4,"Commack CDP, New York",Commack,New York
0,3661973,10.4,"Riverhead CDP, New York",Riverhead,New York
4,3603408,10.4,"Babylon village, New York",Babylon,New York
1,3604935,10.4,"Bay Shore CDP, New York",Bay Shore,New York
0,3631896,10.4,"Hampton Bays CDP, New York",Hampton Bays,New York
4,3618146,10.4,"Copiague CDP, New York",Copiague,New York
32,955990,10.1,"Norwalk city, Connecticut",Norwalk,Connecticut
11,973000,10.1,"Stamford city, Connecticut",Stamford,Connecticut
7,671876,11.0,"Signal Hill city, California",Signal Hill,California
77,632548,11.0,"Hawthorne city, California",Hawthorne,California
0,633364,11.0,"Hermosa Beach city, California",Hermosa Beach,California
12,684410,11.0,"West Hollywood city, California",West Hollywood,California
15,640886,11.0,"Lawndale city, California",Lawndale,California
5,636056,11.0,"Huntington Park city, California",Huntington Park,California
5,646492,11.0,"Maywood city, California",Maywood,California
14,668224,11.0,"San Marino city, California",San Marino,California
5,678148,11.0,"Temple City city, California",Temple,California
9,604996,11.0,"Bell Gardens city, California",Bell Gardens,California
21,644574,11.0,"Lynwood city, California",Lynwood,California
0,645400,11.0,"Manhattan Beach city, California",Manhattan Beach,California
8,673220,11.0,"South Pasadena city, California",South Pasadena,California
6,642468,11.0,"Lomita city, California",Lomita,California
6,673080,11.0,"South Gate city, California",South Gate,California
12,652526,11.0,"Norwalk city, California",Norwalk,California
26,669154,11.0,"Santa Fe Springs city, California",Santa Fe Springs,California
21,617568,11.0,"Culver City city, California",Culver,California
0,622412,11.0,"El Segundo city, California",El Segundo,California
898,644000,11.0,"Los Angeles city, California",Los Angeles,California
4,648816,11.0,"Montebello city, California",Montebello,California
7,603666,11.0,"Baldwin Park city, California",Baldwin Park,California
65,655618,11.0,"Paramount city, California",Paramount,California
48,604982,11.0,"Bellflower city, California",Bellflower,California
5,672996,11.0,"South El Monte city, California",South El Monte,California
12,666140,11.0,"San Fernando city, California",San Fernando,California
36,667042,11.0,"San Gabriel city, California",San Gabriel,California
7,622230,11.0,"El Monte city, California",El Monte,California
30,656924,11.0,"Pico Rivera city, California",Pico Rivera,California
25,600884,11.0,"Alhambra city, California",Alhambra,California
17,662896,11.0,"Rosemead city, California",Rosemead,California
8,671806,11.0,"Sierra Madre city, California",Sierra Madre,California
0,631596,11.0,"Hacienda Heights CDP, California",Hacienda Heights,California
20,606308,11.0,"Beverly Hills city, California",Beverly Hills,California
487,640130,11.0,"Lancaster city, California",Lancaster,California
483,655156,11.0,"Palmdale city, California",Palmdale,California
101,648914,11.0,"Monterey Park city, California",Monterey Park,California
0,659514,11.0,"Rancho Palos Verdes city, California",Rancho Palos Verdes,California
33,602462,11.0,"Arcadia city, California",Arcadia,California
20,628168,11.0,"Gardena city, California",Gardena,California
32,615044,11.0,"Compton city, California",Compton,California
44,670000,11.0,"Santa Monica city, California",Santa Monica,California
73,619766,11.0,"Downey city, California",Downey,California
198,639892,11.0,"Lakewood city, California",Lakewood,California
19,648648,11.0,"Monrovia city, California",Monrovia,California
18,640340,11.0,"La Puente city, California",La Puente,California
170,636546,11.0,"Inglewood city, California",Inglewood,California
11,660018,11.0,"Redondo Beach city, California",Redondo Beach,California
58,608954,11.0,"Burbank city, California",Burbank,California
25,630000,11.0,"Glendale city, California",Glendale,California
38,611530,11.0,"Carson city, California",Carson,California
88,656000,11.0,"Pasadena city, California",Pasadena,California
20,601290,11.0,"Altadena CDP, California",Altadena,California
46,680000,11.0,"Torrance city, California",Torrance,California
58,685292,11.0,"Whittier city, California",Whittier,California
89,619990,11.0,"Duarte city, California",Duarte,California
669,643000,11.0,"Long Beach city, California",Long Beach,California
3000,2148006,7.25,"Louisville/Jefferson County metro government (balance), Kentucky",Louisville/Jefferson,Kentucky
1,2966440,7.7,"Sedalia city, Missouri",Sedalia,Missouri
19,2163912,7.25,"Radcliff city, Kentucky",Radcliff,Kentucky
4,2170086,7.25,"Shepherdsville city, Kentucky",Shepherdsville,Kentucky
1,2103628,7.25,"Bardstown city, Kentucky",Bardstown,Kentucky
1,2124274,7.25,"Elizabethtown city, Kentucky",Elizabethtown,Kentucky
7,2941168,7.7,"Lebanon city, Missouri",Lebanon,Missouri
9,2962912,7.7,"Rolla city, Missouri",Rolla,Missouri
1,1845990,7.25,"Madison city, Indiana",Madison,Indiana
190,1812934,7.25,"Clarksville town, Indiana",Clarksville,Indiana
4,2170050,7.25,"Shelbyville city, Kentucky",Shelbyville,Kentucky
89,1852326,7.25,"New Albany city, Indiana",New Albany,Indiana
70,2154228,7.25,"Mount Washington city, Kentucky",Mount Washington,Kentucky
1,2925264,7.7,"Fort Leonard Wood CDP, Missouri",Fort Leonard Wood,Missouri
3000,1838358,7.25,"Jeffersonville city, Indiana",Jeffersonville,Indiana
0,4857980,7.25,"Plainview city, Texas",Plainview,Texas
0,4842448,7.25,"Levelland city, Texas",Levelland,Texas
1067,4845000,7.25,"Lubbock city, Texas",Lubbock,Texas
213,1380508,5.15,"Warner Robins city, Georgia",Warner Robins,Georgia
1252,5548000,7.25,"Madison city, Wisconsin",Madison,Wisconsin
314,5147672,7.25,"Lynchburg city, Virginia",Lynchburg,Virginia
4,5504625,7.25,"Baraboo city, Wisconsin",Baraboo,Wisconsin
7,5560200,7.25,"Oregon village, Wisconsin",Oregon,Wisconsin
45,5578600,7.25,"Sun Prairie city, Wisconsin",Sun Prairie,Wisconsin
64,5148520,7.25,"Madison Heights CDP, Virginia",Madison Heights,Virginia
59,1351492,5.15,"Milledgeville city, Georgia",Milledgeville,Georgia
10,1324376,5.15,"Dublin city, Georgia",Dublin,Georgia
3,1360340,5.15,"Perry city, Georgia",Perry,Georgia
13,5583975,7.25,"Watertown city, Wisconsin",Watertown,Wisconsin
85,5584350,7.25,"Waunakee village, Wisconsin",Waunakee,Wisconsin
159,5551575,7.25,"Middleton city, Wisconsin",Middleton,Wisconsin
15,5577675,7.25,"Stoughton city, Wisconsin",Stoughton,Wisconsin
24,5505900,7.25,"Beaver Dam city, Wisconsin",Beaver Dam,Wisconsin
42,2338740,10.0,"Lewiston city, Maine",Lewiston,Maine
16,2380740,10.0,"Waterville city, Maine",Waterville,Maine
12,2308395,10.0,"Brunswick CDP, Maine",Brunswick,Maine
42,2302060,10.0,"Auburn city, Maine",Auburn,Maine
40,2302795,10.0,"Bangor city, Maine",Bangor,Maine
17,2302100,10.0,"Augusta city, Maine",Augusta,Maine
212,2739878,9.65,"Mankato city, Minnesota",Mankato,Minnesota
7,2720546,9.65,"Faribault city, Minnesota",Faribault,Minnesota
84,3947138,8.3,"Mansfield city, Ohio",Mansfield,Ohio
3,2720330,9.65,"Fairmont city, Minnesota",Fairmont,Minnesota
14,2758036,9.65,"St. Peter city, Minnesota",St. Peter,Minnesota
3,2746042,9.65,"New Ulm city, Minnesota",New Ulm,Minnesota
3,3929162,8.3,"Galion city, Ohio",Galion,Ohio
1,3910030,8.3,"Bucyrus city, Ohio",Bucyrus,Ohio
2,3953102,8.3,"Mount Vernon city, Ohio",Mount Vernon,Ohio
21,3902568,8.3,"Ashland city, Ohio",Ashland,Ohio
34,4607580,8.85,"Brookings city, South Dakota",Brookings,South Dakota
42,3986548,8.3,"Wooster city, Ohio",Wooster,Ohio
30,3947754,8.3,"Marion city, Ohio",Marion,Ohio
68,5452060,8.75,"Martinsburg city, West Virginia",Martinsburg,West Virginia
10,2740688,9.65,"Marshall city, Minnesota",Marshall,Minnesota
9,2700694,9.65,"Albert Lea city, Minnesota",Albert Lea,Minnesota
201,2436075,8.75,"Hagerstown city, Maryland",Hagerstown,Maryland
0,1722736,8.25,"Effingham city, Illinois",Effingham,Illinois
1,4863020,7.25,"Roma city, Texas",Roma,Texas
20,2702908,9.65,"Austin city, Minnesota",Austin,Minnesota
34,1950160,7.25,"Mason City city, Iowa",Mason,Iowa
424,4857200,7.25,"Pharr city, Texas",Pharr,Texas
9,1747553,8.25,"Mattoon city, Illinois",Mattoon,Illinois
75,1712567,8.25,"Charleston city, Illinois",Charleston,Illinois
0,4860836,7.25,"Raymondville city, Texas",Raymondville,Texas
19,4847700,7.25,"Mercedes city, Texas",Mercedes,Texas
41,4877272,7.25,"Weslaco city, Texas",Weslaco,Texas
72,4833560,7.25,"Hidalgo city, Texas",Hidalgo,Texas
894,4848768,7.25,"Mission city, Texas",Mission,Texas
987,4845384,7.25,"McAllen city, Texas",McAllen,Texas
229,4865516,7.25,"San Juan city, Texas",San Juan,Texas
301,4801576,7.25,"Alamo city, Texas",Alamo,Texas
53,4820884,7.25,"Donna city, Texas",Donna,Texas
1268,4822660,7.25,"Edinburg city, Texas",Edinburg,Texas
8,4862168,7.25,"Rio Grande City city, Texas",Rio Grande,Texas
1,4256456,7.25,"Oil City city, Pennsylvania",Oil,Pennsylvania
89,4112400,9.5,"Central Point city, Oregon",Central Point,Oregon
0,524430,8.5,"Forrest City city, Arkansas",Forrest,Arkansas
9,4701740,7.25,"Arlington town, Tennessee",Arlington,Tennessee
14,4248360,7.25,"Meadville city, Pennsylvania",Meadville,Pennsylvania
23,4130550,9.5,"Grants Pass city, Oregon",Grants Pass,Oregon
103,4147000,9.5,"Medford city, Oregon",Medford,Oregon
129,4103050,9.5,"Ashland city, Oregon",Ashland,Oregon
432,2854040,7.25,"Olive Branch city, Mississippi",Olive Branch,Mississippi
90,2833700,7.25,"Horn Lake city, Mississippi",Horn Lake,Mississippi
6,544180,8.5,"Marion city, Arkansas",Marion,Arkansas
3000,4748000,7.25,"Memphis city, Tennessee",Memphis,Tennessee
570,2869280,7.25,"Southaven city, Mississippi",Southaven,Mississippi
91,4749060,7.25,"Millington city, Tennessee",Millington,Tennessee
6,4716420,7.25,"Collierville town, Tennessee",Collierville,Tennessee
5,574540,8.5,"West Memphis city, Arkansas",West Memphis,Arkansas
1,531190,8.5,"Helena-West Helena city, Arkansas",Helena-West Helena,Arkansas
0,2831780,7.25,"Hernando city, Mississippi",Hernando,Mississippi
986,4728960,7.25,"Germantown city, Tennessee",Germantown,Tennessee
3,633056,11.0,"Healdsburg city, California",Healdsburg,California
8,613294,11.0,"Chowchilla city, California",Chowchilla,California
5,681134,11.0,"Ukiah city, California",Ukiah,California
79,2870240,7.25,"Starkville city, Mississippi",Starkville,Mississippi
4,644028,11.0,"Los Banos city, California",Los Banos,California
10,603162,11.0,"Atwater city, California",Atwater,California
6,642006,11.0,"Livingston city, California",Livingston,California
37,1249475,8.25,"North Miami Beach city, Florida",North Miami Beach,Florida
3,618464,11.0,"Delhi CDP, California",Delhi,California
173,646898,11.0,"Merced city, California",Merced,California
127,686076,11.0,"Winton CDP, California",Winton,California
343,2846640,7.25,"Meridian city, Mississippi",Meridian,Mississippi
347,1276600,8.25,"West Palm Beach city, Florida",West Palm Beach,Florida
41,1235875,8.25,"Jupiter town, Florida",Jupiter,Florida
715,1258050,8.25,"Pompano Beach city, Florida",Pompano Beach,Florida
388,1230000,8.25,"Hialeah city, Florida",Hialeah,Florida
222,1239075,8.25,"Lake Worth city, Florida",Lake Worth,Florida
160,1207875,8.25,"Boynton Beach city, Florida",Boynton Beach,Florida
241,1207300,8.25,"Boca Raton city, Florida",Boca Raton,Florida
3,1205200,8.25,"Belle Glade city, Florida",Belle Glade,Florida
805,1224000,8.25,"Fort Lauderdale city, Florida",Fort Lauderdale,Florida
0,1236300,8.25,"Key Biscayne village, Florida",Key Biscayne,Florida
94,1255775,8.25,"Pembroke Pines city, Florida",Pembroke Pines,Florida
59,1216335,8.25,"Dania Beach city, Florida",Dania Beach,Florida
22,1249600,8.25,"North Palm Beach village, Florida",North Palm Beach,Florida
1043,1232000,8.25,"Hollywood city, Florida",Hollywood,Florida
131,1216725,8.25,"Deerfield Beach city, Florida",Deerfield Beach,Florida
203,4169600,9.5,"Springfield city, Oregon",Springfield,Oregon
52,1728326,8.25,"Galesburg city, Illinois",Galesburg,Illinois
11,4817960,7.25,"Crowley city, Texas",Crowley,Texas
93,2417350,8.75,"Clarksburg CDP, Maryland",Clarksburg,Maryland
349,3654837,10.4,"Oneida city, New York",Oneida,New York
396,659444,11.0,"Rancho Cordova city, California",Rancho Cordova,California
678,1245000,8.25,"Miami city, Florida",Miami,Florida
533,1232275,8.25,"Homestead city, Florida",Homestead,Florida
110,1251650,8.25,"Opa-locka city, Florida",Opa-locka,Florida
55,1217100,8.25,"Delray Beach city, Florida",Delray Beach,Florida
1228,1228452,8.25,"Hallandale Beach city, Florida",Hallandale Beach,Florida
2,1236375,8.25,"Key Largo CDP, Florida",Key Largo,Florida
13,1276582,8.25,"Weston city, Florida",Weston,Florida
1731,5553000,7.25,"Milwaukee city, Wisconsin",Milwaukee,Wisconsin
55,5517975,7.25,"Cudahy city, Wisconsin",Cudahy,Wisconsin
10,5551000,7.25,"Menomonee Falls village, Wisconsin",Menomonee Falls,Wisconsin
33,5531125,7.25,"Greendale village, Wisconsin",Greendale,Wisconsin
65,5575125,7.25,"South Milwaukee city, Wisconsin",South Milwaukee,Wisconsin
15,5578750,7.25,"Sussex village, Wisconsin",Sussex,Wisconsin
3,5551150,7.25,"Mequon city, Wisconsin",Mequon,Wisconsin
67,5558800,7.25,"Oak Creek city, Wisconsin",Oak Creek,Wisconsin
3,5567475,7.25,"Richfield village, Wisconsin",Richfield,Wisconsin
111,5527300,7.25,"Franklin city, Wisconsin",Franklin,Wisconsin
39,5562240,7.25,"Pewaukee city, Wisconsin",Pewaukee,Wisconsin
12,5564450,7.25,"Port Washington city, Wisconsin",Port Washington,Wisconsin
26,5528875,7.25,"Germantown village, Wisconsin",Germantown,Wisconsin
17,5513375,7.25,"Cedarburg city, Wisconsin",Cedarburg,Wisconsin
89,5556375,7.25,"New Berlin city, Wisconsin",New Berlin,Wisconsin
118,5510025,7.25,"Brookfield city, Wisconsin",Brookfield,Wisconsin
22,5511950,7.25,"Caledonia village, Wisconsin",Caledonia,Wisconsin
