count,geoid,place,region,state
23,4134100,"Hillsboro city, Oregon",Hillsboro,Oregon
5,3654485,"Ogdensburg city, New York",Ogdensburg,New York
2,416410,"Cottonwood city, Arizona",Cottonwood,Arizona
4,409690,"Camp Verde town, Arizona",Camp Verde,Arizona
31,412840,"Chino Valley town, Arizona",Chino Valley,Arizona
45,457450,"Prescott Valley town, Arizona",Prescott Valley,Arizona
48,457380,"Prescott city, Arizona",Prescott,Arizona
20,4422960,"East Providence city, Rhode Island",East Providence,Rhode Island
113,4454640,"Pawtucket city, Rhode Island",Pawtucket,Rhode Island
13,4419180,"Cranston city, Rhode Island",Cranston,Rhode Island
7,2569170,"Taunton city, Massachusetts",Taunton,Massachusetts
10,4972280,"Springville city, Utah",Springville,Utah
2,4934200,"Heber city, Utah",Heber,Utah
159,4459000,"Providence city, Rhode Island",Providence,Rhode Island
138,4474300,"Warwick city, Rhode Island",Warwick,Rhode Island
36,4901310,"American Fork city, Utah",American Fork,Utah
30,4944320,"Lehi city, Utah",Lehi,Utah
131,4967825,"Saratoga Springs city, Utah",Saratoga Springs,Utah
0,2502690,"Attleboro city, Massachusetts",Attleboro,Massachusetts
29,4414140,"Central Falls city, Rhode Island",Central Falls,Rhode Island
317,4962470,"Provo city, Utah",Provo,Utah
0,4967770,"Santaquin city, Utah",Santaquin,Utah
34,4971290,"Spanish Fork city, Utah",Spanish Fork,Utah
126,4945090,"Lindon city, Utah",Lindon,Utah
1,4920810,"Eagle Mountain city, Utah",Eagle Mountain,Utah
111,4960930,"Pleasant Grove city, Utah",Pleasant Grove,Utah
112,4480780,"Woonsocket city, Rhode Island",Woonsocket,Rhode Island
419,4957300,"Orem city, Utah",Orem,Utah
147,4900540,"Alpine city, Utah",Alpine,Utah
0,4958730,"Payson city, Utah",Payson,Utah
372,1654550,"Moscow city, Idaho",Moscow,Idaho
362,862000,"Pueblo city, Colorado",Pueblo,Colorado
40,1722073,"East Moline city, Illinois",East Moline,Illinois
0,650398,"National City city, California",National,California
388,5356625,"Pullman city, Washington",Pullman,Washington
10,1914430,"Clinton city, Iowa",Clinton,Iowa
6,1955110,"Muscatine city, Iowa",Muscatine,Iowa
14,1909550,"Burlington city, Iowa",Burlington,Iowa
0,1739727,"Kewanee city, Illinois",Kewanee,Illinois
10,1762367,"Quincy city, Illinois",Quincy,Illinois
154,1749867,"Moline city, Illinois",Moline,Illinois
475,1906355,"Bettendorf city, Iowa",Bettendorf,Iowa
627,1765078,"Rock Island city, Illinois",Rock Island,Illinois
1,1940845,"Keokuk city, Iowa",Keokuk,Iowa
0,1928605,"Fort Madison city, Iowa",Fort Madison,Iowa
6,1745889,"Macomb city, Illinois",Macomb,Illinois
0,2930214,"Hannibal city, Missouri",Hannibal,Missouri
627,1919000,"Davenport city, Iowa",Davenport,Iowa
7,1784220,"Zion city, Illinois",Zion,Illinois
0,1741105,"Lake Forest city, Illinois",Lake Forest,Illinois
1,1743250,"Libertyville village, Illinois",Libertyville,Illinois
1,1777694,"Vernon Hills village, Illinois",Vernon Hills,Illinois
5,1727442,"Fox Lake village, Illinois",Fox Lake,Illinois
11,5563300,"Pleasant Prairie village, Wisconsin",Pleasant Prairie,Wisconsin
1,1751349,"Mundelein village, Illinois",Mundelein,Illinois
3,1700685,"Algonquin village, Illinois",Algonquin,Illinois
2,1711592,"Cary village, Illinois",Cary,Illinois
4,1701595,"Antioch village, Illinois",Antioch,Illinois
55,1732018,"Gurnee village, Illinois",Gurnee,Illinois
71,1779293,"Waukegan city, Illinois",Waukegan,Illinois
2,1731121,"Grayslake village, Illinois",Grayslake,Illinois
0,1779267,"Wauconda village, Illinois",Wauconda,Illinois
2,1766027,"Round Lake village, Illinois",Round Lake,Illinois
2,1741742,"Lake Zurich village, Illinois",Lake Zurich,Illinois
32,5539225,"Kenosha city, Wisconsin",Kenosha,Wisconsin
4,1717887,"Crystal Lake city, Illinois",Crystal Lake,Illinois
79,1753559,"North Chicago city, Illinois",North Chicago,Illinois
105,5566000,"Racine city, Wisconsin",Racine,Wisconsin
5,3730660,"Henderson city, North Carolina",Henderson,North Carolina
17,3712860,"Clayton town, North Carolina",Clayton,North Carolina
60,3701520,"Apex town, North Carolina",Apex,North Carolina
262,3770540,"Wake Forest town, North Carolina",Wake Forest,North Carolina
90,3744520,"Morrisville town, North Carolina",Morrisville,North Carolina
3,3762520,"Smithfield town, North Carolina",Smithfield,North Carolina
3000,3711800,"Chapel Hill town, North Carolina",Chapel Hill,North Carolina
2705,3719000,"Durham city, North Carolina",Durham,North Carolina
3000,3755000,"Raleigh city, North Carolina",Raleigh,North Carolina
389,3725480,"Garner town, North Carolina",Garner,North Carolina
1624,3710620,"Carrboro town, North Carolina",Carrboro,North Carolina
10,3725300,"Fuquay-Varina town, North Carolina",Fuquay-Varina,North Carolina
16,3732260,"Holly Springs town, North Carolina",Holly Springs,North Carolina
503,3736080,"Knightdale town, North Carolina",Knightdale,North Carolina
7,4660020,"Spearfish city, South Dakota",Spearfish,South Dakota
721,3710740,"Cary town, North Carolina",Cary,North Carolina
0,5631855,"Gillette city, Wyoming",Gillette,Wyoming
7,4262432,"Pottsville city, Pennsylvania",Pottsville,Pennsylvania
6,659892,"Red Bluff city, California",Red Bluff,California
10,4262416,"Pottstown borough, Pennsylvania",Pottstown borough,Pennsylvania
4,4214712,"Coatesville city, Pennsylvania",Coatesville,Pennsylvania
39,659920,"Redding city, California",Redding,California
15,602042,"Anderson city, California",Anderson,California
29,671225,"Shasta Lake city, California",Shasta Lake,California
0,680588,"Truckee town, California",Truckee,California
27,3209700,"Carson City, Nevada",Carson,Nevada
2,3224900,"Fernley city, Nevada",Fernley,Nevada
324,4263624,"Reading city, Pennsylvania",Reading,Pennsylvania
826,3268400,"Sparks city, Nevada",Sparks,Nevada
642,3271600,"Sun Valley CDP, Nevada",Sun Valley,Nevada
896,3260600,"Reno city, Nevada",Reno,Nevada
2088,5131200,"Glen Allen CDP, Virginia",Glen Allen,Virginia
120,5137032,"Highland Springs CDP, Virginia",Highland Springs,Virginia
3000,5167000,"Richmond city, Virginia",Richmond,Virginia
208,5118448,"Colonial Heights city, Virginia",Colonial Heights,Virginia
278,5138424,"Hopewell city, Virginia",Hopewell,Virginia
200,5150856,"Mechanicsville CDP, Virginia",Mechanicsville,Virginia
396,5116096,"Chester CDP, Virginia",Chester,Virginia
8,1814932,"Connersville city, Indiana",Connersville,Indiana
3,2753620,"Red Wing city, Minnesota",Red Wing,Minnesota
4,2749300,"Owatonna city, Minnesota",Owatonna,Minnesota
122,1864260,"Richmond city, Indiana",Richmond,Indiana
392,2754880,"Rochester city, Minnesota",Rochester,Minnesota
9,3604715,"Batavia city, New York",Batavia,New York
192,5170000,"Salem city, Virginia",Salem,Virginia
1,873825,"Steamboat Springs city, Colorado",Steamboat Springs,Colorado
451,5168000,"Roanoke city, Virginia",Roanoke,Virginia
1380,3663000,"Rochester city, New York",Rochester,New York
92,3612144,"Canandaigua city, New York",Canandaigua,New York
11,1745031,"Loves Park city, Illinois",Loves Park,Illinois
17,1774223,"Sycamore city, Illinois",Sycamore,Illinois
3,1705092,"Belvidere city, Illinois",Belvidere,Illinois
0,1736750,"Huntley village, Illinois",Huntley,Illinois
9,1727884,"Freeport city, Illinois",Freeport,Illinois
368,1765000,"Rockford city, Illinois",Rockford,Illinois
110,1745726,"Machesney Park village, Illinois",Machesney Park,Illinois
8,1765611,"Roscoe village, Illinois",Roscoe,Illinois
24,1719161,"DeKalb city, Illinois",DeKalb,Illinois
5,1720162,"Dixon city, Illinois",Dixon,Illinois
18,4163650,"Roseburg city, Oregon",Roseburg,Oregon
0,3505220,"Artesia city, New Mexico",Artesia,New Mexico
1,623182,"Fairfield city, California",Fairfield,California
0,3512150,"Carlsbad city, New Mexico",Carlsbad,New Mexico
0,3544490,"Lovington city, New Mexico",Lovington,New Mexico
24,619402,"Dixon city, California",Dixon,California
90,3564930,"Roswell city, New Mexico",Roswell,New Mexico
0,670098,"Santa Rosa city, California",Santa Rosa,California
0,654092,"Orangevale CDP, California",Orangevale,California
17,651924,"North Highlands CDP, California",North Highlands,California
0,660942,"Rio Linda CDP, California",Rio Linda,California
3,650258,"Napa city, California",Napa,California
38,611390,"Carmichael CDP, California",Carmichael,California
2,623294,"Fair Oaks CDP, California",Fair Oaks,California
0,681554,"Vacaville city, California",Vacaville,California
6,613588,"Citrus Heights city, California",Citrus Heights,California
0,630693,"Granite Bay CDP, California",Granite Bay,California
1,624638,"Folsom city, California",Folsom,California
1,662364,"Rocklin city, California",Rocklin,California
32,684816,"West Sacramento city, California",West Sacramento,California
0,675630,"Suisun City city, California",Suisun,California
557,664000,"Sacramento city, California",Sacramento,California
29,662938,"Roseville city, California",Roseville,California
19,622020,"Elk Grove city, California",Elk Grove,California
261,4164900,"Salem city, Oregon",Salem,Oregon
108,2653780,"Midland city, Michigan",Midland,Michigan
15,4117700,"Dallas city, Oregon",Dallas,Oregon
5,4183750,"Woodburn city, Oregon",Woodburn,Oregon
4,4145000,"McMinnville city, Oregon",McMinnville,Oregon
40,2062700,"Salina city, Kansas",Salina,Kansas
0,2028300,"Great Bend city, Kansas",Great Bend,Kansas
662,2670520,"Saginaw city, Michigan",Saginaw,Michigan
2,2043950,"McPherson city, Kansas",McPherson,Kansas
184,4138500,"Keizer city, Oregon",Keizer,Oregon
900,4967440,"Sandy city, Utah",Sandy,Utah
32,4985370,"Woods Cross city, Utah",Woods Cross,Utah
5,4931120,"Grantsville city, Utah",Grantsville,Utah
521,2606020,"Bay City city, Michigan",Bay,Michigan
3,4976680,"Tooele city, Utah",Tooele,Utah
45,4964340,"Riverton city, Utah",Riverton,Utah
67,4920120,"Draper city, Utah",Draper,Utah
82,4970850,"South Jordan city, Utah",South Jordan,Utah
353,4949710,"Midvale city, Utah",Midvale,Utah
82,4911980,"Centerville city, Utah",Centerville,Utah
32,4907690,"Bountiful city, Utah",Bountiful,Utah
1141,4982950,"West Jordan city, Utah",West Jordan,Utah
67,4934970,"Herriman city, Utah",Herriman,Utah
1801,4967000,"Salt Lake City city, Utah",Salt Lake,Utah
255,4955210,"North Salt Lake city, Utah",North Salt Lake,Utah
565,4947290,"Magna CDP, Utah",Magna,Utah
60,4864472,"San Angelo city, Texas",San Angelo,Texas
3,4839040,"Kerrville city, Texas",Kerrville,Texas
8,622804,"Escondido city, California",Escondido,California
5,4856384,"Pearsall city, Texas",Pearsall,Texas
8,4858280,"Pleasanton city, Texas",Pleasanton,Texas
1,601192,"Alpine CDP, California",Alpine,California
1,672506,"Solana Beach city, California",Solana Beach,California
2,641124,"Lemon Grove city, California",Lemon Grove,California
0,616378,"Coronado city, California",Coronado,California
3,640004,"La Mesa city, California",La Mesa,California
1,607414,"Bonita CDP, California",Bonita,California
0,622678,"Encinitas city, California",Encinitas,California
117,4814920,"Cibolo city, Texas",Cibolo,Texas
3000,4865000,"San Antonio city, Texas",San Antonio,Texas
227,4866128,"Schertz city, Texas",Schertz,Texas
412,4816468,"Converse city, Texas",Converse,Texas
348,4874408,"Universal City city, Texas",Universal,Texas
77,666000,"San Diego city, California",San Diego,California
3000,4809160,"Boerne city, Texas",Boerne,Texas
4,673696,"Spring Valley CDP (San Diego County), California",Spring Valley,California
0,658520,"Poway city, California",Poway,California
2,670224,"Santee city, California",Santee,California
18,621712,"El Cajon city, California",El Cajon,California
7,668196,"San Marcos city, California",San Marcos,California
3,682996,"Vista city, California",Vista,California
1,659346,"Ramona CDP, California",Ramona,California
2,639766,"Lakeside CDP, California",Lakeside,California
3,611194,"Carlsbad city, California",Carlsbad,California
18,4812580,"Canyon Lake CDP, Texas",Canyon Lake,Texas
1,3976778,"Tiffin city, Ohio",Tiffin,Ohio
18,3970380,"Sandusky city, Ohio",Sandusky,Ohio
1,4827348,"Fredericksburg city, Texas",Fredericksburg,Texas
4,611446,"Carpinteria city, California",Carpinteria,California
14,4843240,"Lockhart city, Texas",Lockhart,Texas
13,669070,"Santa Barbara city, California",Santa Barbara,California
0,600618,"Alamo CDP, California",Alamo,California
77,4811080,"Buda city, Texas",Buda,Texas
56,4839952,"Kyle city, Texas",Kyle,Texas
2,3957302,"Norwalk city, Ohio",Norwalk,Ohio
1,3979716,"Vermilion city, Ohio",Vermilion,Ohio
51,3901798,"Amherst city, Ohio",Amherst,Ohio
435,4866644,"Seguin city, Texas",Seguin,Texas
15,630378,"Goleta city, California",Goleta,California
2645,4865600,"San Marcos city, Texas",San Marcos,Texas
2812,4850820,"New Braunfels city, Texas",New Braunfels,Texas
3,3539940,"Las Vegas city, New Mexico",Las Vegas,New Mexico
52,3570500,"Santa Fe city, New Mexico",Santa Fe,New Mexico
4,3525170,"Espanola city, New Mexico",Espanola,New Mexico
7,602868,"Arroyo Grande city, California",Arroyo Grande,California
12,669196,"Santa Maria city, California",Santa Maria,California
1,642524,"Lompoc city, California",Lompoc,California
3,651476,"Nipomo CDP, California",Nipomo,California
10,1220825,"Englewood CDP, Florida",Englewood,Florida
17,1338964,"Hinesville city, Georgia",Hinesville,Georgia
11,1254250,"Palmetto city, Florida",Palmetto,Florida
23,3144245,"Scottsbluff city, Nebraska",Scottsbluff,Nebraska
51,1249675,"North Port city, Florida",North Port,Florida
455,1365044,"Richmond Hill city, Georgia",Richmond Hill,Georgia
4,873935,"Sterling city, Colorado",Sterling,Colorado
189,1264175,"Sarasota city, Florida",Sarasota,Florida
374,1207950,"Bradenton city, Florida",Bradenton,Florida
7,1273900,"Venice city, Florida",Venice,Florida
16,4252584,"Nanticoke city, Pennsylvania",Nanticoke,Pennsylvania
7,4631060,"Huron city, South Dakota",Huron,South Dakota
263,1362104,"Pooler city, Georgia",Pooler,Georgia
18,4251384,"Mountain Top CDP, Pennsylvania",Mountain Top,Pennsylvania
152,4269000,"Scranton city, Pennsylvania",Scranton,Pennsylvania
78,4285152,"Wilkes-Barre city, Pennsylvania",Wilkes-Barre,Pennsylvania
1392,1369000,"Savannah city, Georgia",Savannah,Georgia
132,5323515,"Federal Way city, Washington",Federal Way,Washington
3,5373465,"University Place city, Washington",University Place,Washington
4,5347735,"Mukilteo city, Washington",Mukilteo,Washington
187,5363000,"Seattle city, Washington",Seattle,Washington
0,5361115,"Sammamish city, Washington",Sammamish,Washington
4,5347490,"Mountlake Terrace city, Washington",Mountlake Terrace,Washington
4,5345005,"Mercer Island city, Washington",Mercer Island,Washington
59,5351300,"Olympia city, Washington",Olympia,Washington
1,5335170,"Kenmore city, Washington",Kenmore,Washington
1,5355995,"Poulsbo city, Washington",Poulsbo,Washington
219,5370000,"Tacoma city, Washington",Tacoma,Washington
2,5335940,"Kirkland city, Washington",Kirkland,Washington
12,5340840,"Lynnwood city, Washington",Lynnwood,Washington
15,5366255,"Spanaway CDP, Washington",Spanaway,Washington
0,5303736,"Bainbridge Island city, Washington",Bainbridge Island,Washington
10,5320750,"Edmonds city, Washington",Edmonds,Washington
1,5307170,"Bonney Lake city, Washington",Bonney Lake,Washington
1,5305210,"Bellevue city, Washington",Bellevue,Washington
8,5307380,"Bothell city, Washington",Bothell,Washington
2,5343150,"Maple Valley city, Washington",Maple Valley,Washington
2,5327785,"Graham CDP, Washington",Graham,Washington
1,5379590,"Woodinville city, Washington",Woodinville,Washington
36,5335415,"Kent city, Washington",Kent,Washington
1,5357535,"Redmond city, Washington",Redmond,Washington
35,5303180,"Auburn city, Washington",Auburn,Washington
128,5338038,"Lakewood city, Washington",Lakewood,Washington
34,5372905,"Tumwater city, Washington",Tumwater,Washington
0,5322045,"Enumclaw city, Washington",Enumclaw,Washington
26,5311160,"Centralia city, Washington",Centralia,Washington
8,5355785,"Port Orchard city, Washington",Port Orchard,Washington
24,5357745,"Renton city, Washington",Renton,Washington
10,5336745,"Lacey city, Washington",Lacey,Washington
2,5333805,"Issaquah city, Washington",Issaquah,Washington
18,5307695,"Bremerton city, Washington",Bremerton,Washington
14,5364365,"Silverdale CDP, Washington",Silverdale,Washington
49,5356695,"Puyallup city, Washington",Puyallup,Washington
14,2959096,"Poplar Bluff city, Missouri",Poplar Bluff,Missouri
25,4004450,"Bartlesville city, Oklahoma",Bartlesville,Oklahoma
0,2967790,"Sikeston city, Missouri",Sikeston,Missouri
0,600674,"Albany city, California",Albany,California
0,640438,"Larkspur city, California",Larkspur,California
22,668000,"San Jose city, California",San Jose,California
1,657288,"Pinole city, California",Pinole,California
1,656938,"Piedmont city, California",Piedmont,California
1,622594,"Emeryville city, California",Emeryville,California
10,626000,"Fremont city, California",Fremont,California
0,641992,"Livermore city, California",Livermore,California
2,646870,"Menlo Park city, California",Menlo Park,California
0,665028,"San Bruno city, California",San Bruno,California
0,662490,"Rodeo CDP, California",Rodeo,California
2,664434,"San Anselmo town, California",San Anselmo,California
2,668112,"San Lorenzo CDP, California",San Lorenzo,California
1,610345,"Campbell city, California",Campbell,California
0,621796,"El Cerrito city, California",El Cerrito,California
1,673906,"Stanford CDP, California",Stanford,California
1,668294,"San Pablo city, California",San Pablo,California
0,673262,"South San Francisco city, California",South San Francisco,California
0,665070,"San Carlos city, California",San Carlos,California
3,600562,"Alameda city, California",Alameda,California
1,633308,"Hercules city, California",Hercules,California
0,639122,"Lafayette city, California",Lafayette,California
0,620018,"Dublin city, California",Dublin,California
0,654806,"Pacifica city, California",Pacifica,California
8,617918,"Daly City city, California",Daly,California
0,681204,"Union City city, California",Union,California
0,662546,"Rohnert Park city, California",Rohnert Park,California
1,622457,"El Sobrante CDP (Riverside County), California",El Sobrante,California
2,657764,"Pleasant Hill city, California",Pleasant Hill,California
3,650916,"Newark city, California",Newark,California
0,605108,"Belmont city, California",Belmont,California
0,647710,"Mill Valley city, California",Mill Valley,California
0,654232,"Orinda city, California",Orinda,California
1,617610,"Cupertino city, California",Cupertino,California
2,668084,"San Leandro city, California",San Leandro,California
0,649670,"Mountain View city, California",Mountain View,California
12,606000,"Berkeley city, California",Berkeley,California
3,669084,"Santa Clara city, California",Santa Clara,California
0,609066,"Burlingame city, California",Burlingame,California
1,660620,"Richmond city, California",Richmond,California
0,670588,"Scotts Valley city, California",Scotts Valley,California
0,668378,"San Ramon city, California",San Ramon,California
0,601640,"American Canyon city, California",American Canyon,California
2,683346,"Walnut Creek city, California",Walnut Creek,California
1,670280,"Saratoga city, California",Saratoga,California
0,631708,"Half Moon Bay city, California",Half Moon Bay,California
0,657792,"Pleasanton city, California",Pleasanton,California
2,677000,"Sunnyvale city, California",Sunnyvale,California
0,605290,"Benicia city, California",Benicia,California
7,611964,"Castro Valley CDP, California",Castro Valley,California
0,646114,"Martinez city, California",Martinez,California
2,643280,"Los Altos city, California",Los Altos,California
0,668252,"San Mateo city, California",San Mateo,California
0,617988,"Danville town, California",Danville,California
2,668364,"San Rafael city, California",San Rafael,California
9,633000,"Hayward city, California",Hayward,California
1,672646,"Sonoma city, California",Sonoma,California
13,647766,"Milpitas city, California",Milpitas,California
6,644112,"Los Gatos town, California",Los Gatos,California
15,667000,"San Francisco city, California",San Francisco,California
1,660102,"Redwood City city, California",Redwood,California
2,655282,"Palo Alto city, California",Palo Alto,California
13,649187,"Moraga town, California",Moraga,California
1,681666,"Vallejo city, California",Vallejo,California
1,656784,"Petaluma city, California",Petaluma,California
95,5548500,"Manitowoc city, Wisconsin",Manitowoc,Wisconsin
3,616000,"Concord city, California",Concord,California
1,652582,"Novato city, California",Novato,California
22,653000,"Oakland city, California",Oakland,California
29,126896,"Florence city, Alabama",Florence,Alabama
1,4741340,"Lawrenceburg city, Tennessee",Lawrenceburg,Tennessee
23,153016,"Muscle Shoals city, Alabama",Muscle Shoals,Alabama
0,460180,"Rio Rico CDP, Arizona",Rio Rico,Arizona
2,453700,"Payson town, Arizona",Payson,Arizona
8,466470,"Show Low city, Arizona",Show Low,Arizona
12,449640,"Nogales city, Arizona",Nogales,Arizona
8,420050,"Douglas city, Arizona",Douglas,Arizona
5,4673060,"Yankton city, South Dakota",Yankton,South Dakota
59,3146030,"South Sioux City city, Nebraska",South Sioux,Nebraska
3,3134615,"Norfolk city, Nebraska",Norfolk,Nebraska
2,2250885,"Minden city, Louisiana",Minden,Louisiana
83,4643100,"Mitchell city, South Dakota",Mitchell,South Dakota
6,2771734,"Worthington city, Minnesota",Worthington,Minnesota
288,466820,"Sierra Vista city, Arizona",Sierra Vista,Arizona
25,5347560,"Mount Vernon city, Washington",Mount Vernon,Washington
881,2208920,"Bossier City city, Louisiana",Bossier,Louisiana
24,4666700,"Vermillion city, South Dakota",Vermillion,South Dakota
42,5322640,"Everett city, Washington",Everett,Washington
1,5363210,"Sedro-Woolley city, Washington",Sedro-Woolley,Washington
2,5337900,"Lake Stevens city, Washington",Lake Stevens,Washington
1,5309365,"Camano CDP, Washington",Camano,Washington
896,2270000,"Shreveport city, Louisiana",Shreveport,Louisiana
2,5343955,"Marysville city, Washington",Marysville,Washington
0,5301990,"Anacortes city, Washington",Anacortes,Washington
1674,4659020,"Sioux Falls city, South Dakota",Sioux Falls,South Dakota
6,5350360,"Oak Harbor city, Washington",Oak Harbor,Washington
1,631393,"Grover Beach city, California",Grover Beach,California
0,649362,"Morro Bay city, California",Morro Bay,California
0,644182,"Los Osos CDP, California",Los Osos,California
15,2446725,"Lexington Park CDP, Maryland",Lexington Park,Maryland
170,603064,"Atascadero city, California",Atascadero,California
174,668154,"San Luis Obispo city, California",San Luis Obispo,California
35,2562465,"Somerset CDP, Massachusetts",Somerset,Massachusetts
205,1828800,"Granger CDP, Indiana",Granger,Indiana
140,1820728,"Elkhart city, Indiana",Elkhart,Indiana
147,1880306,"Warsaw city, Indiana",Warsaw,Indiana
5,4449960,"Newport city, Rhode Island",Newport,Rhode Island
231,1849932,"Mishawaka city, Indiana",Mishawaka,Indiana
1,2412150,"California CDP, Maryland",California,Maryland
3,2481175,"Waldorf CDP, Maryland",Waldorf,Maryland
42,1828386,"Goshen city, Indiana",Goshen,Indiana
40,2523000,"Fall River city, Massachusetts",Fall River,Massachusetts
8,2545000,"New Bedford city, Massachusetts",New Bedford,Massachusetts
118,2657760,"Niles city, Michigan",Niles,Michigan
16,1848798,"Michigan City city, Indiana",Michigan,Indiana
3,1860822,"Plymouth city, Indiana",Plymouth,Indiana
103,3475620,"Ventnor City city, New Jersey",Ventnor,New Jersey
254,1871000,"South Bend city, Indiana",South Bend,Indiana
1,3454360,"Ocean City city, New Jersey",Ocean,New Jersey
124,3402080,"Atlantic City city, New Jersey",Atlantic,New Jersey
2,3468430,"Somers Point city, New Jersey",Somers Point,New Jersey
34,3459640,"Pleasantville city, New Jersey",Pleasantville,New Jersey
7,3481380,"Williamstown CDP, New Jersey",Williamstown,New Jersey
15,3426340,"Glassboro borough, New Jersey",Glassboro borough,New Jersey
21,1271900,"Titusville city, Florida",Titusville,Florida
49,3457840,"Pennsville CDP, New Jersey",Pennsville,New Jersey
77,3407600,"Bridgeton city, New Jersey",Bridgeton,New Jersey
1,3429430,"Hammonton town, New Jersey",Hammonton,New Jersey
4,3446680,"Millville city, New Jersey",Millville,New Jersey
11,1264400,"Satellite Beach city, Florida",Satellite Beach,Florida
48,1244275,"Merritt Island CDP, Florida",Merritt Island,Florida
0,1213175,"Cocoa Beach city, Florida",Cocoa Beach,Florida
9,3476070,"Vineland city, New Jersey",Vineland,New Jersey
34,1261500,"Rockledge city, Florida",Rockledge,Florida
3,1210250,"Cape Canaveral city, Florida",Cape Canaveral,Florida
731,1254000,"Palm Bay city, Florida",Palm Bay,Florida
212,1616750,"Coeur d'Alene city, Idaho",Coeur d'Alene,Idaho
124,1636370,"Hayden city, Idaho",Hayden,Idaho
210,1664810,"Post Falls city, Idaho",Post Falls,Idaho
766,1243975,"Melbourne city, Florida",Melbourne,Florida
0,547390,"Mountain Home city, Arkansas",Mountain Home,Arkansas
2134,5367000,"Spokane city, Washington",Spokane,Washington
63,2907966,"Branson city, Missouri",Branson,Missouri
46,2961238,"Republic city, Missouri",Republic,Missouri
7,2906976,"Bolivar city, Missouri",Bolivar,Missouri
178,2955766,"Ozark city, Missouri",Ozark,Missouri
2,2978928,"West Plains city, Missouri",West Plains,Missouri
1670,2970000,"Springfield city, Missouri",Springfield,Missouri
275,2952616,"Nixa city, Missouri",Nixa,Missouri
103,1373256,"Statesboro city, Georgia",Statesboro,Georgia
336,1772000,"Springfield city, Illinois",Springfield,Illinois
19,1712684,"Chatham village, Illinois",Chatham,Illinois
0,1774574,"Taylorville city, Illinois",Taylorville,Illinois
27,1738115,"Jacksonville city, Illinois",Jacksonville,Illinois
31,1379388,"Vidalia city, Georgia",Vidalia,Georgia
26,1253875,"Palatka city, Florida",Palatka,Florida
296,2758684,"Sauk Rapids city, Minnesota",Sauk Rapids,Minnesota
6,2730644,"Hutchinson city, Minnesota",Hutchinson,Minnesota
13,2770420,"Willmar city, Minnesota",Willmar,Minnesota
14,2700928,"Alexandria city, Minnesota",Alexandria,Minnesota
157,2758612,"Sartell city, Minnesota",Sartell,Minnesota
31,2743774,"Monticello city, Minnesota",Monticello,Minnesota
30,2705752,"Big Lake city, Minnesota",Big Lake,Minnesota
4,4937170,"Hurricane city, Utah",Hurricane,Utah
528,1262500,"St. Augustine city, Florida",St. Augustine,Florida
434,2756896,"St. Cloud city, Minnesota",St. Cloud,Minnesota
20,4911320,"Cedar City city, Utah",Cedar,Utah
29,4965330,"St. George city, Utah",St. George,Utah
19,3246000,"Mesquite city, Nevada",Mesquite,Nevada
24,4981960,"Washington city, Utah",Washington,Utah
12,4059850,"Ponca City city, Oklahoma",Ponca,Oklahoma
2,2002900,"Atchison city, Kansas",Atchison,Kansas
0,2946640,"Maryville city, Missouri",Maryville,Missouri
8,1783271,"Wood River city, Illinois",Wood River,Illinois
76,2901972,"Arnold city, Missouri",Arnold,Missouri
6,1729639,"Glen Carbon village, Illinois",Glen Carbon,Illinois
161,2964550,"St. Joseph city, Missouri",St. Joseph,Missouri
391,4070300,"Stillwater city, Oklahoma",Stillwater,Oklahoma
20,1755249,"O'Fallon city, Illinois",O'Fallon,Illinois
75,1701114,"Alton city, Illinois",Alton,Illinois
672,2964082,"St. Charles city, Missouri",St. Charles,Missouri
510,2946586,"Maryland Heights city, Missouri",Maryland Heights,Missouri
588,2963956,"St. Ann city, Missouri",St. Ann,Missouri
1,2922834,"Eureka city, Missouri",Eureka,Missouri
515,2908398,"Bridgeton city, Missouri",Bridgeton,Missouri
13,1715599,"Collinsville city, Illinois",Collinsville,Illinois
9,1730926,"Granite City city, Illinois",Granite,Illinois
679,2931276,"Hazelwood city, Missouri",Hazelwood,Missouri
331,2903160,"Ballwin city, Missouri",Ballwin,Missouri
41,2965126,"St. Peters city, Missouri",St. Peters,Missouri
0,1715833,"Columbia city, Illinois",Columbia,Illinois
12,2978442,"Wentzville city, Missouri",Wentzville,Missouri
6,1725141,"Fairview Heights city, Illinois",Fairview Heights,Illinois
62,1730094,"Godfrey village, Illinois",Godfrey,Illinois
17,1722697,"Edwardsville city, Illinois",Edwardsville,Illinois
0,2923752,"Farmington city, Missouri",Farmington,Missouri
1,1779150,"Waterloo city, Illinois",Waterloo,Illinois
3,2924094,"Festus city, Missouri",Festus,Missouri
267,2940043,"Lake St. Louis city, Missouri",Lake St. Louis,Missouri
919,2924778,"Florissant city, Missouri",Florissant,Missouri
44,1704845,"Belleville city, Illinois",Belleville,Illinois
202,675000,"Stockton city, California",Stockton,California
279,2954074,"O'Fallon city, Missouri",O'Fallon,Missouri
3,640704,"Lathrop city, California",Lathrop,California
0,608142,"Brentwood city, California",Brentwood,California
11,680238,"Tracy city, California",Tracy,California
0,653070,"Oakley city, California",Oakley,California
0,619339,"Discovery Bay CDP, California",Discovery Bay,California
0,628112,"Galt city, California",Galt,California
4,657456,"Pittsburg city, California",Pittsburg,California
28,677364,"Susanville city, California",Susanville,California
