	GeoID	Place Name	Indeed job count	Craigslist affordable house count	Population	Unemployment rate	Employment to population ratio	Number of people below the poverty level	Number of people with a bachelors degree or higher	Public transportation proportion	Simpsons diversity score	Affordable housing in market	Proportion of public transit to work under 30 minutes	SNAP-authorized Stores per 1000 people (2016)	Farmers Markets per 1000 people (2016)	Farmer Markets with SNAP per 1000 people (2016)	Farmer Markets with WIC per 1000 people (2016)	Farmer Markets with WIC Cash per 1000 people (2016)	Farmer Markets with SFMNP per 1000 people (2016)	Employment to population ratio percentage	Indeed job count normalized	Craigslist affordable house count normalized	Number of people below the poverty level normalized	Number of people with a bachelors degree or higher normalized	Population min_max_normalized	Unemployment rate min_max_normalized	Public transportation proportion min_max_normalized	Simpsons diversity score min_max_normalized	Affordable housing in market min_max_normalized	Proportion of public transit to work under 30 minutes min_max_normalized	SNAP-authorized Stores per 1000 people (2016) min_max_normalized	Farmers Markets per 1000 people (2016) min_max_normalized	Farmer Markets with SNAP per 1000 people (2016) min_max_normalized	Farmer Markets with WIC per 1000 people (2016) min_max_normalized	Farmer Markets with WIC Cash per 1000 people (2016) min_max_normalized	Farmer Markets with SFMNP per 1000 people (2016) min_max_normalized	Employment to population ratio percentage min_max_normalized	Indeed job count normalized min_max_normalized	Craigslist affordable house count normalized min_max_normalized	Number of people below the poverty level normalized min_max_normalized	Number of people with a bachelors degree or higher normalized min_max_normalized
277	135896	Hoover city, Alabama	774.0		84150	4.2	66.9	3103	26607	0.0018689290544694455	0.41726849177922876	1220	0.8028028028028028	0.522011484	0.0					0.669	0.009197860962566844		0.03687462863933452	0.31618538324420675	0.009135768119737155	0.14285714285714288	0.002653858464514558	0.5501887542253628	0.030196524924508687	0.8028028028028026	0.05913204280558979	0.0					0.7577720207253886	0.05526939326327853		0.09926091811167588	0.5382846332503465
279	136448	Hueytown city, Alabama	700.0		15698	7.0	53.8	1082	1365	0.0	0.4752693658859831	161		0.754840827	0.065638333	0.0	0.0	0.0	0.0	0.5379999999999999	0.044591667728373044		0.0689259778315709	0.08695375207032743	0.00113349551733853	0.2380952380952381	0.0	0.6267813193619257	0.003984951240037622		0.09878006920392411	0.05237938973735228	0.0	0.0	0.0	0.0	0.588082901554404	0.26934974564501873		0.1855382981134266	0.14484237624460822
281	137000	Huntsville city, Alabama	448.0	2421.0	190501	7.3	57.9	18891	42440	0.003651046955848929	0.4909933609062349	2959	0.5985985985985987	1.204930948	0.092686996	0.0	0.0	0.0	0.0	0.579	0.0023516936918966305	0.012708594705539604	0.0991648337804001	0.2227809827769933	0.021568563268713023	0.24829931972789115	0.005184446057461727	0.6475455083736112	0.07323894856690263	0.5985985985985985	0.17542498332472492	0.07396422281273371	0.0	0.0	0.0	0.0	0.6411917098445595	0.013860174089223637	0.04393019035232199	0.2669367206842706	0.3779697676888269
286	137864	Irondale city, Alabama	783.0		12453	5.9	60.4	1159	2251	0.0	0.5822090773900885	139		1.027622493	0.164419599	0.0	0.0	0.0	0.0	0.604	0.06287641532160924		0.09306994298562596	0.180759656307717	0.0007541439338233146	0.20068027210884357	0.0	0.7679996534854385	0.0034404237413989407		0.14523149390493187	0.13120684001039726	0.0	0.0	0.0	0.0	0.6735751295336787	0.37994551269183635		0.2505301973265183	0.3058463637598715
290	138272	Jacksonville city, Alabama	144.0	1.0	12731	13.1	48.6	1859	1655	0.0	0.3969806402747579	226		0.636569959	0.017024156999999998	0.0010014209999699574	0.0	0.0	0.0	0.486	0.011310973214987039	7.854842510407666e-05	0.1460215222684785	0.12999764354724688	0.0007866430833509663	0.445578231292517	0.0	0.5233978030238853	0.005593782486015544		0.07863996814880103	0.013585277286869457	0.0022191489354718426	0.0	0.0	0.0	0.5207253886010362	0.06805060718054855	0.0002715207579318804	0.39306783279635704	0.2187208620637983
291	138416	Jasper city, Alabama	82.0		13854	7.3	49.9	1304	1541	0.00038146099561319857	0.2827601972430349	118	1.0	0.6867274320000001	0.0					0.499	0.00591886819691064		0.09412444059477407	0.11123141331023531	0.0009179256190328113	0.24829931972789115	0.0005416703698138094	0.3725649602854767	0.0029206474926983814	0.9999999999999998	0.08718118029995907	0.0					0.5375647668393781	0.03543632101497137		0.2533687452575192	0.186511398028974
305	141296	Lanett city, Alabama	183.0		6341	10.9	50.3	835	507	0.0	0.4848078560271132	203								0.503	0.028859801293171426		0.13168269988960732	0.07995584292698313	3.96302578772444e-05	0.3707482993197279	0.0	0.6393772920725144	0.005024503737438741								0.5427461139896372	0.17419514607467437		0.35446989360385855	0.1328314981926607
307	141968	Leeds city, Alabama	712.0	50.0	11847	5.7	59.4	683	1909	0.0	0.29649531095193304	59		0.512730362	0.043948317	0.0	0.0	0.0	0.0	0.594	0.06009960327509074	0.004220477758082215	0.057651726175403054	0.16113784080357896	0.0006833004639896563	0.19387755102040818	0.0	0.39070274885519013	0.0014603237463491907		0.057551579770644234	0.03507075696824453	0.0	0.0	0.0	0.0	0.6606217616580311	0.3631498934652872	0.014589055327216887	0.1551897193830755	0.2721684139107847
308	141968	Leeds city, Alabama	712.0	50.0	11847	5.7	59.4	683	1909	0.0	0.29649531095193304	59		0.512730362	0.043948317	0.0	0.0	0.0	0.0	0.594	0.06009960327509074	0.004220477758082215	0.057651726175403054	0.16113784080357896	0.0006833004639896563	0.19387755102040818	0.0	0.39070274885519013	0.0014603237463491907		0.057551579770644234	0.03507075696824453	0.0	0.0	0.0	0.0	0.6606217616580311	0.3631498934652872	0.014589055327216887	0.1551897193830755	0.2721684139107847
317	143120	Lincoln city, Alabama	145.0		6544	5.3	58.4	479	802	0.0	0.3878940963655325	114								0.584	0.022157701711491444		0.07319682151589242	0.12255501222493888	6.33616512373642e-05	0.18027210884353742	0.0	0.5113986440982349	0.002821642492945894								0.6476683937823833	0.13365732403034694		0.19703476277924287	0.20594668403908536
338	145784	Madison city, Alabama	499.0	1890.0	47079	5.1	64.5	1770	15465	0.0	0.38264468998889734	246		0.8036647109999999	0.160732942	0.0	0.0	0.0	0.0	0.645	0.010599205590603029	0.04014528770789524	0.0375963805518384	0.32849040973682536	0.004802041601249463	0.17346938775510204	0.0	0.504466584779772	0.0060888074847779815		0.1070941872474613	0.12826488772420896	0.0	0.0	0.0	0.0	0.7266839378238342	0.06374546236099632	0.13877145125950324	0.10120376499929368	0.5594043948250437
348	147740	Meadowbrook CDP, Alabama	769.0		9115	4.1	70.8	375	3327	0.004998913279721799	0.08270748179910892	14	1.0							0.708	0.08436642896324739		0.04114097641250686	0.3650027427317608	0.00036392033266035933	0.13945578231292516	0.0070984012416298045	0.10838703410141544	0.0003465174991337062	0.9999999999999998							0.8082901554404145	0.5099284140375856		0.11074528046528229	0.6220724246624085
352	148112	Meridianville CDP, Alabama	411.0		6731	9.6	60.3	388	1157	0.0	0.41144431428941497	0								0.603	0.061060763630961225		0.05764373792898529	0.17189124944287623	8.522258994841052e-05	0.326530612244898	0.0	0.5424976857608702	0.0								0.672279792746114	0.36896349664851136		0.1551682162330022	0.2906250524814927
357	148712	Millbrook city, Alabama	232.0	303.0	14994	3.6	63.9	990	2204	0.0	0.41858435067753075	0		0.921634436	0.0319642	0.0319642	0.0	0.0	0.0	0.639	0.015472855808990263	0.020208083233293317	0.06602641056422569	0.1469921301854075	0.0010511955127792969	0.12244897959183675	0.0	0.551926400595885	0.0		0.12718300728508103	0.025507431601632477	0.0708326671852668	0.0	0.0	0.0	0.7189119170984456	0.09322386130918922	0.06985390309970141	0.17773310197441422	0.24788938974617544
362	150000	Mobile city, Alabama	366.0	1039.0	192085	7.9	52.6	21696	28442	0.008798354455576935	0.523277879390583	5818	0.5944055944055944	0.802254054	0.025809782000000003	0.0	0.0	0.0	0.0	0.526	0.0019054064606814692	0.00540906369575969	0.11294999609547857	0.1480698649035583	0.021753738278971296	0.2687074829931973	0.01249356544053554	0.690178556978426	0.14400277213999307	0.5944055944055943	0.10685396938980497	0.02059620603731816	0.0	0.0	0.0	0.0	0.572538860103627	0.011160794269635682	0.01869767690986162	0.30404429079966305	0.24973916230064924
363	150192	Monroeville city, Alabama	9.0		6072	23.9	38.1	1047	279	0.0005621135469364812	0.4874409409601663	109	0.0							0.381	0.0014822134387351778		0.1724308300395257	0.04594861660079051	8.183239089696484e-06	0.8129251700680272	0.0007981949828369316	0.6428543901740668	0.0026978862432552844	0.0							0.38471502590673573	0.008601100369987645		0.46415769140042923	0.0744631141622163
364	150312	Montevallo city, Alabama	354.0		6626	10.8	51.6	833	760	0.0	0.4180913385530819	148								0.516	0.05342589797766375		0.12571687292484154	0.11469966797464534	7.294773131386579e-05	0.3673469387755102	0.0	0.5512753575928871	0.0036631849908420376								0.5595854922279793	0.3227838149810331		0.33841079053844175	0.19246414519588267
365	151000	Montgomery city, Alabama	231.0	1009.0	200761	7.9	55.9	23069	33205	0.007910740677925035	0.504758467278287	3464	0.5604395604395606	0.777342166	0.033797485	0.0	0.0	0.0	0.0	0.5589999999999999	0.0011506218837323981	0.0050258765397661895	0.11490777591265236	0.1653956694776376	0.022767992312431394	0.2687074829931973	0.011233163751446304	0.6657229035017019	0.08573832978565417	0.5604395604395604	0.10261177559958175	0.02697039303172611	0.0	0.0	0.0	0.0	0.6152849740932641	0.006595460303873459	0.017373102077364855	0.30931433769325767	0.2794763483127115
366	151096	Moody city, Alabama	665.0	0.0	12585	3.9	65.5	589	1330	0.002293202293202293	0.27194193490224206	0	0.0	1.40738335	0.108260258	0.0	0.0	0.0	0.0	0.655	0.052840683353198255	0.0	0.04680174811283274	0.10568136670639651	0.0007695751846781707	0.1326530612244898	0.003256321743249241	0.3582789951899074	0.0	0.0	0.2099001833810262	0.08639168588952907	0.0	0.0	0.0	0.0	0.7396373056994819	0.31924412924297463	0.0	0.12598322093895428	0.1769855623006359
367	151096	Moody city, Alabama	665.0	0.0	12585	3.9	65.5	589	1330	0.002293202293202293	0.27194193490224206	0	0.0	1.40738335	0.108260258	0.0	0.0	0.0	0.0	0.655	0.052840683353198255	0.0	0.04680174811283274	0.10568136670639651	0.0007695751846781707	0.1326530612244898	0.003256321743249241	0.3582789951899074	0.0	0.0	0.2099001833810262	0.08639168588952907	0.0	0.0	0.0	0.0	0.7396373056994819	0.31924412924297463	0.0	0.12598322093895428	0.1769855623006359
368	151216	Moores Mill CDP, Alabama	389.0		6695	5.7	62.2	436	1140	0.014469959106637308	0.36233399061562777	0	0.0							0.622	0.05810306198655713		0.06512322628827483	0.17027632561613143	8.101406698799518e-05	0.19387755102040818	0.020547180945416	0.47764546201784563	0.0	0.0							0.6968911917098446	0.3510737620273177		0.17530186663014066	0.2878532741189993
375	151696	Mountain Brook city, Alabama	782.0		20438	2.5	58.6	361	8691	0.0	0.049004141938906676	20		0.932300631	0.08605852	0.0	0.0	0.0	0.0	0.586	0.03826206086701243		0.017663176436050494	0.425237303062922	0.0016876177071265491	0.08503401360544217	0.0	0.06388037289470713	0.0004950249987624375		0.12899933153133286	0.06867469896439518	0.0	0.0	0.0	0.0	0.6502590673575129	0.23106495541931563		0.047546597064320496	0.7254561559785465
382	153016	Muscle Shoals city, Alabama	108.0	23.0	13701	4.8	55.5	835	2117	0.0	0.2681801715100164	103		1.486888348	0.405515004	0.0	0.0	0.0	0.0	0.555	0.007882636303919423	0.0016787095832420992	0.060944456609006645	0.15451426903145757	0.0009000393964510461	0.163265306122449	0.0	0.3533114302680913	0.0025493787436265533		0.22343892475652163	0.3236009732127105	0.0	0.0	0.0	0.0	0.6101036269430052	0.047314223019867145	0.005802847068995525	0.16405325124750508	0.26080003069893115
401	155200	Northport city, Alabama	148.0	582.0	24708	5.0	60.6	1787	5203	0.0	0.4166058780380645	324		0.636569959	0.017024156999999998	0.0010014209999699574	0.0	0.0	0.0	0.606	0.005989962765096325	0.02355512384652744	0.07232475311639955	0.21057956937024447	0.0021867952915980344	0.17006802721088435	0.0	0.5493137452377898	0.008019404979951487		0.07863996814880103	0.013585277286869457	0.0022191489354718426	0.0	0.0	0.0	0.6761658031088082	0.03586633834287076	0.08142372137333283	0.194687286663985	0.3570278426812351
402	155200	Northport city, Alabama	148.0	582.0	24708	5.0	60.6	1787	5203	0.0	0.4166058780380645	324		0.636569959	0.017024156999999998	0.0010014209999699574	0.0	0.0	0.0	0.606	0.005989962765096325	0.02355512384652744	0.07232475311639955	0.21057956937024447	0.0021867952915980344	0.17006802721088435	0.0	0.5493137452377898	0.008019404979951487		0.07863996814880103	0.013585277286869457	0.0022191489354718426	0.0	0.0	0.0	0.6761658031088082	0.03586633834287076	0.08142372137333283	0.194687286663985	0.3570278426812351
409	157000	Oneonta city, Alabama	134.0		6585	3.9	52.1	268	712	0.0	0.21090028292392005	40								0.521	0.020349278663629462		0.040698557327258925	0.10812452543659833	6.8154691275615e-05	0.1326530612244898	0.0	0.2776709564802188	0.000990049997524875								0.5660621761658031	0.12271903061920769		0.10955435526244532	0.1811788836154624
411	157048	Opelika city, Alabama	208.0	259.0	29372	6.3	57.3	3043	4685	0.0013479226133840787	0.5326983678612531	355	0.8231768231768232	0.67557786	0.048255561	0.048255561	0.0	0.0	0.0	0.573	0.007081574288437968	0.008817921830314586	0.10360206999863816	0.15950565164101865	0.002732032821802955	0.2142857142857143	0.0019140351146477422	0.7026187035782859	0.008786693728033266	0.823176823176823	0.08528254278593175	0.03850793768046451	0.10693432315375766	0.0	0.0	0.0	0.6334196891191709	0.042468978774493286	0.030481181711520127	0.2788810888624186	0.2693670021479773
412	157048	Opelika city, Alabama	208.0	259.0	29372	6.3	57.3	3043	4685	0.0013479226133840787	0.5326983678612531	355	0.8231768231768232	0.67557786	0.048255561	0.048255561	0.0	0.0	0.0	0.573	0.007081574288437968	0.008817921830314586	0.10360206999863816	0.15950565164101865	0.002732032821802955	0.2142857142857143	0.0019140351146477422	0.7026187035782859	0.008786693728033266	0.823176823176823	0.08528254278593175	0.03850793768046451	0.10693432315375766	0.0	0.0	0.0	0.6334196891191709	0.042468978774493286	0.030481181711520127	0.2788810888624186	0.2693670021479773
413	157120	Opp city, Alabama	41.0		6580	14.1	41.5	833	310	0.003381642512077295	0.3223433005435683	69	1.0							0.415	0.006231003039513678		0.12659574468085105	0.04711246200607903	6.757017419777954e-05	0.4795918367346939	0.004801894744574063	0.4248360935148351	0.0017078362457304094	0.9999999999999998							0.42875647668393774	0.03732427665470306		0.3407765802595311	0.07646068299997907
418	157576	Oxford city, Alabama	94.0	20.0	21231	8.4	57.6	1264	2546	0.00011176930814798256	0.3465017631933923	142	1.0	1.486888348	0.405515004	0.0	0.0	0.0	0.0	0.5760000000000001	0.00442748810701333	0.0009420187461730489	0.05953558475813669	0.11991898638782912	0.0017803221156712536	0.28571428571428575	0.00015871117407699803	0.45673834762052606	0.0035146774912133065	0.9999999999999998	0.22343892475652163	0.3236009732127105	0.0	0.0	0.0	0.0	0.6373056994818653	0.026415670105819158	0.003256305185088568	0.16026078150396242	0.20142233480522587
419	157648	Ozark city, Alabama	174.0	5.0	14546	12.8	45.0	1766	1154	0.0056406124093473006	0.47739620969058116	279	0.5	1.097848512	0.132625995	0.0	0.0	0.0	0.0	0.45	0.011962051423071635	0.0003437371098583803	0.12140794720197992	0.07933452495531418	0.0009988227826052394	0.435374149659864	0.00800960686645311	0.6295899050108099	0.006905598732736004	0.4999999999999999	0.15719013717251148	0.10583554401677348	0.0	0.0	0.0	0.0	0.4740932642487046	0.071988670501544	0.0011882066441739202	0.326811814789842	0.13176509760980992
423	158848	Pelham city, Alabama	668.0	73.0	22941	4.7	69.0	597	4965	0.0010178117048346056	0.3571681930851127	0	1.0	0.636569959	0.017024156999999998	0.0010014209999699574	0.0	0.0	0.0	0.69	0.029118172703892595	0.0031820757595571246	0.026023277102131554	0.21642474172878254	0.001980226956290982	0.1598639455782313	0.0014452812971673297	0.47082381165599024	0.0	0.9999999999999998	0.07863996814880103	0.013585277286869457	0.0022191489354718426	0.0	0.0	0.0	0.7849740932642487	0.17575791221109324	0.010999579188084483	0.07005072248176403	0.3670602182026846
424	158848	Pelham city, Alabama	668.0	71.0	22941	4.7	69.0	597	4965	0.0010178117048346056	0.3571681930851127	0	1.0	0.636569959	0.017024156999999998	0.0010014209999699574	0.0	0.0	0.0	0.69	0.029118172703892595	0.0030948956017610393	0.026023277102131554	0.21642474172878254	0.001980226956290982	0.1598639455782313	0.0014452812971673297	0.47082381165599024	0.0	0.9999999999999998	0.07863996814880103	0.013585277286869457	0.0022191489354718426	0.0	0.0	0.0	0.7849740932642487	0.17575791221109324	0.01069822085416436	0.07005072248176403	0.3670602182026846
425	158896	Pell City city, Alabama	199.0	0.0	13465	7.5	56.4	1487	1508	0.0003415883859948762	0.282569166835705	91	1.0	0.46113106	0.030516026	0.01017200866564947	0.0	0.0	0.0	0.564	0.014779056813962124	0.0	0.1104344597103602	0.11199405867062755	0.0008724501903772122	0.25510204081632654	0.0004850517077598297	0.37231269669218064	0.0022523637443690905	0.9999999999999998	0.04876484154653807	0.02435178874955852	0.02254117119839066	0.0	0.0	0.0	0.621761658031088	0.0890274002073782	0.0	0.29727284765992595	0.18782036621260167
426	158896	Pell City city, Alabama	199.0	0.0	13465	7.5	56.4	1487	1508	0.0003415883859948762	0.282569166835705	91	1.0	0.46113106	0.030516026	0.01017200866564947	0.0	0.0	0.0	0.564	0.014779056813962124	0.0	0.1104344597103602	0.11199405867062755	0.0008724501903772122	0.25510204081632654	0.0004850517077598297	0.37231269669218064	0.0022523637443690905	0.9999999999999998	0.04876484154653807	0.02435178874955852	0.02254117119839066	0.0	0.0	0.0	0.621761658031088	0.0890274002073782	0.0	0.29727284765992595	0.18782036621260167
433	159472	Phenix City city, Alabama	184.0	755.0	36870	8.6	55.0	3870	4139	0.001101749837977965	0.5283291488350759	997	0.0	0.8509733009999999	0.106371663	0.0	0.0	0.0	0.0	0.55	0.004990507187415243	0.020477352861404938	0.10496338486574451	0.11225928939517223	0.003608574631725015	0.2925170068027211	0.0015644725123744214	0.6968489682421866	0.024676996188307508	0.0	0.11515026901541944	0.08488458707943262	0.0	0.0	0.0	0.0	0.6036269430051814	0.02982110552359201	0.07078469570841418	0.2825455424049801	0.18827559559939153
434	159472	Phenix City city, Alabama	184.0	754.0	36870	8.6	55.0	3870	4139	0.001101749837977965	0.5283291488350759	997	0.0	0.8509733009999999	0.106371663	0.0	0.0	0.0	0.0	0.55	0.004990507187415243	0.0204502305397342	0.10496338486574451	0.11225928939517223	0.003608574631725015	0.2925170068027211	0.0015644725123744214	0.6968489682421866	0.024676996188307508	0.0	0.11515026901541944	0.08488458707943262	0.0	0.0	0.0	0.0	0.6036269430051814	0.02982110552359201	0.07069094114456197	0.2825455424049801	0.18827559559939153
438	159760	Pike Road town, Alabama	231.0		8417	4.1	69.8	148	2926	0.0	0.45385138694282	50								0.698	0.02744445764524177		0.017583462041107282	0.3476297968397291	0.0002823217485945287	0.13945578231292516	0.0	0.5984979879025001	0.0012375624969060937								0.7953367875647668	0.1656344035443523		0.047332017980523576	0.5922543275368214
444	160648	Pinson city, Alabama	693.0		7563	8.6	60.6	314	905	0.0	0.30426666832019034	20								0.606	0.09163030543435145		0.04151791617083168	0.11966150998281105	0.00018248623170023158	0.2925170068027211	0.0	0.400965149286125	0.0004950249987624375								0.6761658031088082	0.553864158075543		0.11175994523248767	0.20098041456325372
446	161008	Pleasant Grove city, Alabama	746.0	28.0	10224	6.8	56.8	386	1169	0.0	0.5013402268623919	0		0.502023442	0.012790406	0.0	0.0	0.0	0.0	0.568	0.07296557120500782	0.0027386541471048514	0.03775430359937402	0.11433881064162754	0.000493566220524265	0.23129251700680273	0.0	0.6612089749490908	0.0		0.055728320548524404	0.010206743988653233	0.0	0.0	0.0	0.0	0.626943005181347	0.44097003206732593	0.009466790056578788	0.10162886993642267	0.1918447868515192
447	161008	Pleasant Grove city, Alabama	746.0	28.0	10224	6.8	56.8	386	1169	0.0	0.5013402268623919	0		0.502023442	0.012790406	0.0	0.0	0.0	0.0	0.568	0.07296557120500782	0.0027386541471048514	0.03775430359937402	0.11433881064162754	0.000493566220524265	0.23129251700680273	0.0	0.6612089749490908	0.0		0.055728320548524404	0.010206743988653233	0.0	0.0	0.0	0.0	0.626943005181347	0.44097003206732593	0.009466790056578788	0.10162886993642267	0.1918447868515192
452	162328	Prattville city, Alabama	231.0	305.0	35286	6.2	57.1	2550	6106	0.0	0.3720510900802978	177		0.636569959	0.017024156999999998	0.0010014209999699574	0.0	0.0	0.0	0.5710000000000001	0.006546505696310151	0.008643654707249334	0.07226662132290426	0.17304313325398174	0.00342339962146674	0.2108843537414966	0.0	0.4904772957642879	0.004380971239047572		0.07863996814880103	0.013585277286869457	0.0022191489354718426	0.0	0.0	0.0	0.6308290155440415	0.03923260260537806	0.02987878718515515	0.19453080467605074	0.2926020910085446
454	162496	Prichard city, Alabama	356.0		22063	16.0	37.8	3514	1125	0.014192886456908345	0.20391681466692058	318	0.16883116883116883	0.806442453	0.034075033	0.0	0.0	0.0	0.0	0.37799999999999995	0.016135611657526173		0.1592711779903005	0.050990345827856595	0.0018775857574230745	0.54421768707483	0.020153740865381808	0.2684489963702924	0.007870897480322755	0.1688311688311688	0.10756720317717494	0.02719187633574028	0.0	0.0	0.0	0.0	0.38082901554404136	0.09723255713940716		0.4287339002292034	0.08311649814832087
